1,0,0.005189579,0.501297392
1,0,0.003192638,0.500798159
1,0,-0.002524707,0.499368824
1,0,0.000591366,0.500147842
1,0,8.72E-05,0.500021806
1,0,-0.00469483,0.498826295
1,0,0.000581568,0.500145392
1,0,-0.005575434,0.498606145
1,0,-0.007831251,0.498042197
1,0,0.010681986,0.502670471
1,0,0.009056187,0.502264031
1,0,-0.007003505,0.498249131
1,0,-0.001172685,0.499706829
1,0,-0.000744949,0.499813763
1,0,-0.002415115,0.499396221
1,0,0.012921646,0.503230367
1,0,-0.002937103,0.499265725
1,0,0.008028396,0.502007088
1,0,-0.000591391,0.499852152
1,0,0.002097782,0.500524445
1,0,-0.000433949,0.499891513
1,0,-0.00019739,0.499950652
1,0,0.008365817,0.502091442
1,0,0.01020938,0.502552323
1,0,-0.00122783,0.499693043
1,0,0.00831482,0.502078693
1,0,0.009666705,0.502416657
1,0,0.008864198,0.502216035
1,0,-0.007264802,0.498183807
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
1,0,-0.000536164,0.499865959
2,0,-0.000840465,0.499789884
2,0,-0.03766359,0.490585215
2,0,0.02949732,0.507373795
2,0,0.010016725,0.50250416
2,0,-0.010432527,0.497391892
