1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
69.933,80.056,69.983,63.449,71.035,79.897,61.909,71.721,60.692,95,69.935,82.022,78.038,76.929,83.279,64.271,51.009,85.489,74.007,74.346,83.237,74.868,72.956,95,56.564,70.632,68.704,72.527,64.062,77.674,78.338,71.031,81.976,83.997,80.49,90.299,89.584,76.38,72.471,83.978,79.145,89,91.865,75.34,84.02350862,56.119,85.214,80.552,91.476,89.712,39.647,74.791,80.945,89.305,81.031,87.524,74.369,84.175,93.281,83.471,74.012
70.421,79.648,69.99,64.876,70.73,80.361,60.722,71.493,60.365,95,70.38,82,77.59,77.033,83.684,65.1,50.989,83.984,73.997,74.994,83.905,73.471,73.106,95,56.261,72.474,67.918,71.278,62.874,77.412,77.678,70.985,82.011,82.193,80.621,90.017,89.873,75.361,71.829,84.048,80.074,89,92.64,76.061,83.94355702,58.397,87.173,76.304,91.13,86.121,45.806,75.029,81.273,89.333,80.939,82.864,74.631,85.072,93.213,83.695,74.003
70.671,78.973,70.053,65.458,69.967,80.587,59.983,73.194,62.994,95,70.959,81.998,77.428,76.982,83.285,64.89,51.024,84.272,74.002,75.115,82.762,73.392,72.266,95,54.453,74.353,68.085,71.648,61.832,77.173,78.801,71.005,81.996,80.46,79.921,90.909,91.187,75.894,71.326,83.671,79.667,89,92.376,78.859,84.49839721,57.459,88.078,78.986,90.234,86.038,51.06,75.006,82.024,91.544,81.354,76.442,74.86,85.737,93.153,83.878,74
70.141,78.995,69.593,65.32,70.034,80.388,59.783,72.206,63.382,95,71.389,82.007,77.587,77.291,84.125,65.93,50.941,85.032,73.996,73.952,81.856,73.596,70.308,95,53.302,72.613,67.487,69.85,62.121,77.022,77.801,71.002,81.997,79.269,80.039,92.195,86.389,76.927,71.039,82.917,79.319,89,93.071,80.619,85.06108539,56.969,87.981,80.89,95,84.35,46.21,74.956,81.987,89.979,82.026,68.758,74.99,85.998,93.102,83.984,73.999
71.551,79.048,68.913,63.969,69.944,80.389,58.592,71.313,61.854,95,71.635,81.982,76.891,79.171,83.586,67.288,51.505,84.924,74.01,73.382,82.487,73.003,69.947,95,54.124,70.061,67.219,70.846,60.588,77.022,78.85,70.989,82.015,79.031,79.704,94.035,86.185,77.126,71.046,83.49,80.072,89,92.917,80.717,84.96656898,57.69,87.975,84.572,95,84.792,43.139,75.191,82.004,90.227,82.007,60.365,74.964,85.535,93.06,84.001,74.001
71.955,78.506,69.095,63.669,70.339,77.885,57.877,72.003,62.447,95,70.892,82.046,77.462,79.735,83.344,64.863,52.044,NaN,73.975,74.106,82.474,72.466,70.498,95,54.618,73.32,69.335,71.301,63.829,77.173,80.172,71.027,81.958,79.535,77.713,93.719,88.232,75.836,71.373,84.118,79.757,89,93.116,80.976,85.03395721,56.062,88.082,81.849,95,87.515,45.649,75.713,82.001,91.168,81.949,51.79,74.802,84.366,93.029,83.999,73.998
72.548,77.936,68.457,62.577,71.065,76.29,58.871,72.489,63.476,95,71.105,81.524,79.53,78.256,84.189,65.853,52.003,NaN,74.055,73.955,82.972,72.531,71.818,95,53.1,73.479,69.439,70.283,64.516,77.412,NaN,70.94,82.093,80.407,76.935,93.29,87.566,76.067,71.925,83.375,78.543,89,94.183,78.959,84.94421308,57.503,86.671,79.859,95,85.164,44.912,75.227,81.993,89.978,82.5,43.577,74.564,82.872,93.008,84,74.004
72.47,78.035,68.02,60.833,70.617,76.703,60.691,73.02,64.661,95,70.811,80.885,78.946,78.512,83.33,66.507,51.381,83.051,73.311,74.019,83.677,72.578,71.385,95,54.443,72.181,68.908,70.98,64.524,77.673,76.677,71.7,80.657,81.426,76.384,93.573,86.301,76.432,72.592,83,77.888,89,93.891,78.551,85.67949549,57.314,86.604,79.424,95,86.462,42.225,75.987,82.018,88.025,83.051,36.249,74.311,81.407,93,83.999,73.991
71.946,77.968,67.295,60.461,69.358,79.385,61.027,73.534,65.056,95,72.292,81.524,76.313,79.841,84.014,65.09,50.892,83.097,73.596,73.992,82.805,70.523,70.899,95,53.529,71.961,69.04,71.946,63.299,77.891,75.865,71.317,80.63,82.342,75.921,91.515,86.641,78.568,73.271,82.334,78.525,89.001,92.464,78.774,85.32415141,55.295,86.308,78.922,95,87.742,40.416,76.001,81.961,90.477,82.994,30.365,74.104,80.33,93,84.001,74.024
71.466,78.51,68.241,61.136,69.315,80.053,60.963,74.111,64.496,95,71.125,82.048,76.764,78.571,84.556,69.752,51.763,82.033,74.08,74.003,83.671,69.917,71.732,95,53.673,75.101,68.982,73.167,62.887,77.995,76.715,70.082,80.298,82.917,75.286,90.976,86.985,77.712,73.844,82.584,79.04,88.988,91.888,80.727,84.92855649,56.463,85.914,79.451,93.353,83.129,39.839,75.988,82.657,89.334,82.973,26.414,74.003,79.989,93,83.998,73.948
70.228,80.601,69.135,60.406,70.735,80.008,61.073,73.404,62.505,95,70.46,81.977,77.086,78.685,83.873,71.338,52.883,80.816,73.982,73.999,83.375,70.753,72.861,95,54.058,78.072,69.009,72.858,63.122,78,76.298,70,81.558,82.922,77.305,91.007,88.307,78.325,74.295,83.087,78.998,88.861,92.084,81.02,85.02842113,55.519,86.081,82.986,92.345,84.228,47.306,76.029,83.043,89.812,83.649,25.002,74.058,80.006,93,84.058,74.68
70.002,80.281,68.944,59.217,70.379,79.363,59.867,72.24,62.665,95,71.154,82.017,77.839,79.082,84.07,71.627,53.019,82.23,74.802,73.999,82.96,71.038,74.704,95,53.121,77.736,68.994,73.672,62.655,78,75.942,70.952,80.963,82.363,78.168,91.006,88.414,79.15,74.764,82.956,78.972,88.63,91.826,80.954,84.9909999,56.801,86.831,78.641,95,80.839,52.251,75.93,83.005,92.284,84.055,25.097,74.246,79.997,93,84.247,74.341
72.413,79.1,69.004,59.699,69.932,78.936,57.46,71.962,64.749,95,73.282,81.999,78.039,78.982,83.955,70.305,52.033,83.866,75.038,74.003,82.306,71.02,74.051,95,54.009,77.79,69.006,73.326,62.66,78,75.236,71.979,78.207,81.422,77.814,90.973,87.019,78.951,75.225,83.036,79.645,88.37,91.243,81.673,84.99578879,56.728,87.024,80.579,93.47,79.39,51.143,76.528,82.334,91.929,83.979,25.309,74.5,80.001,93,84.5,74.71
72.3,78.962,68.216,60.061,70.031,79.031,56.966,72.032,65.011,95,70.255,82.804,77.98,79.893,84.83,70.939,51.045,83.299,74.974,73.994,82.722,71.875,73.183,95,54.935,81.838,68.991,73.65,64.815,78,76.565,70.943,80.081,80.284,77.275,91.447,87.876,78.99,75.62,82.889,80.042,88.139,90.414,81.55,85.0195488,55.318,85.944,83.291,95,83.633,50.151,76.991,80.298,91.358,84.006,25.662,74.754,80,93,84.753,75.063
70.159,79.15,67.868,59.957,70.001,78.946,58.609,71.97,64.197,95,67.807,82.432,78.015,81.153,82.663,70.587,52.008,80.439,75.037,74.014,82.28,72.005,74.832,95,54.993,81.762,69.02,72.608,63.516,78,76.081,70.03,78.805,79.122,77.813,93.498,87.892,79.035,75.896,82.178,79.189,88.012,89.735,79.512,84.94937411,55.729,85.018,82.831,94.333,88.47,49.039,77.573,78.288,90.993,84.036,26.085,74.942,80,93,84.942,74.163
71.004,79.715,67.117,59.262,70.794,78.15,58.24,72.998,63.935,95,69.119,81.204,77.981,82.777,80.981,69.097,52.971,83.047,74.849,73.969,82.741,72.115,75.017,95,53.541,81.254,68.874,73.428,63.06,78,75.195,69.801,76.063,78.142,76.815,93.531,88.588,77.83,75.999,82.864,78.97,87.999,91.675,78.964,85.24197888,55.292,84.952,83.126,95,89.444,48.565,78.037,78.653,89.428,84.861,26.559,74.997,80,93,85.002,74.071
71.899,79.485,66.899,59.817,71.04,77.962,58.753,73.87,63.019,95,69.762,81.014,78.039,80.035,80.891,68.495,52.991,85.861,74.057,74.074,82.969,72.92,75.004,95,53.545,81.894,68.085,74.993,62.354,78,76.688,69.101,80.049,77.291,75.92,92.121,91.84,77.573,75.836,81.742,78.95,88,91.343,78.996,85.78941425,55.995,85.287,82.712,92.708,86.276,47.933,78.622,77.443,85.045,85.028,NaN,74.89,80,92.999,84.999,74.915
71.07,80.437,66.062,60.042,70.974,78.031,59.792,73.126,62.01,95,69.593,80.28,77.757,77.983,80.388,66.896,53.016,84.268,73.957,73.673,82.133,71.552,74.976,95,50.145,82.467,69.445,75.001,60.839,78,76.263,70.27,79.46,76.356,76.301,90.327,86.921,77.987,75.428,81.249,78.015,88,91.641,80.566,84.98424286,56.072,85.98,82.26,92.046,84.51,48.576,79.068,77.792,88.918,84.987,27.741,74.673,80.001,93.002,85,75.01
72.137,79.257,66.281,59.987,71.093,77.952,58.157,72.816,62.033,95,73.159,80.695,76.905,78.008,82.566,67.358,52.845,84.964,74.248,73.327,82.964,70.119,75.068,95,48.291,82.003,70.881,74.811,61.955,78,78.458,71.054,77.881,75.444,76.817,89.937,88.047,73.934,74.912,81.837,78.392,88,91.217,81.923,85.06274168,55.578,85.957,82.804,91.556,80.572,49.812,78.973,78.206,89.501,85.01,28.604,74.412,79.999,92.996,85,74.999
73.844,79.98,68.214,60.051,71.927,78.221,58.015,72.241,61.935,95,68.351,78.696,77.546,79.67,82.092,68.075,51.542,86.001,75.084,74.041,82.798,71.521,74.613,95,52.665,77.849,69.478,73.221,63.297,78,79.996,70.955,78.576,74.671,75.497,90.102,89.075,75.32,74.417,82.624,81.442,87.999,92.374,81.087,84.64299107,55.422,83.608,82.057,91.995,80.899,46.743,79.011,78.9,90.692,84.987,29.593,74.173,80.003,93.116,85,74.994
71.373,80.011,68.95,61.236,71.756,78.966,57.922,73.015,62.386,95,66.971,77.842,79.533,80.078,81.975,67.228,51.018,85.698,74.625,74,82.337,71.874,74.279,95,50.809,77.059,69.347,72.807,60.726,78,80.078,71.068,80.443,74.151,75.32,91.671,89.021,82.712,74.077,81.051,79.884,88,93.377,82.023,84.20908413,55.618,82.542,83.917,95,86.642,46.563,78.998,79.22,91.099,85.024,30.665,74.022,79.994,93.493,85,75.018
70.806,79.969,67.131,61.833,69.697,79.129,58.326,72.796,64.055,95,73.642,78.156,79.765,77.766,82.006,65.075,50.882,83.711,74.22,73.952,82.524,72.794,75.132,95,50.962,76.371,69.774,72.107,58.586,77.994,79.316,70.494,81.496,73.995,76.045,91.08,88.623,85.536,74.008,74.538,78.929,87.923,90.723,82.833,85.81883074,54.808,85.406,84.249,92.991,89.07,47.085,78.995,79.992,91.056,84.944,NaN,74.022,80.174,94,85,74.953
72.832,80.291,66.267,60.962,69.272,80.146,58.344,71.995,63.646,95,74.676,78.876,77.781,78.481,82.009,66.621,52.043,86.089,75.283,74.497,81.279,73.271,74.151,95,52.032,77.543,67.989,71.742,61.757,77.924,77.929,69.948,82.593,74.003,75.994,89.957,88.305,83.774,74.141,72.083,79.049,87.728,91.168,82.034,84.89381386,56.098,85.397,81.294,90.749,86.674,46.171,79.013,79.971,92.275,85.348,32.894,74.173,80.74,94.507,85,75.331
71.719,81.18,67.086,61.09,69.654,81.496,56.074,72.215,63.53,95,74.024,79.031,77.417,78.594,82.135,66.983,52.634,95,73.336,75.059,82.062,71.77,72.235,95,52.515,80.071,66.274,71.227,61.732,77.78,78.015,70.015,83.07,73.998,75.968,90.242,89.045,84.853,74.369,73.866,78.831,87.479,93.17,82.087,85.06242779,57.897,86.027,81.939,91.731,88.498,46.799,78.968,80.069,90.744,86.037,34.144,74.412,81.5,94.883,85,76.078
73.029,80.098,66.932,60.591,69.365,81.713,55.916,73.467,65.493,95,73.457,78.984,78.091,77.917,83.656,66.363,51.863,95,72.896,74.975,81.918,72.868,72.784,95,52.449,79.202,66.554,71.99,61.618,77.584,77.767,70.009,82.35,74.001,76.079,90.944,89.007,86.856,74.631,76.623,77.541,87.234,94.351,83.272,85.54610802,57.441,88.634,83.25,92.044,89.118,46.923,79.151,79.616,88.865,85.982,35.483,74.673,82.26,95,85,75.665
73.025,79.356,67.394,60.315,69.712,80.878,56.445,73.728,66.044,95,71.612,79.013,77.96,78.07,82.971,67.859,52.68,82.819,73.603,75.015,82.38,74.819,74.859,95,53.738,81.18,67.073,71.991,62.144,77.344,75.67,69.963,81.918,73.998,74.114,91.199,88.569,85.263,74.861,78.196,77.204,87.055,90.139,83.753,84.83173215,56.138,88.36,NaN,91.944,89.004,46.138,79.936,79.215,91.338,86.008,36.881,74.891,82.826,94.752,84.999,74.898
72.386,80.185,68.608,61.048,68.927,81.557,56.574,72.328,65.629,95,69.987,78.983,78.022,77.9,83.126,68.014,53.072,81.867,72.862,74.982,82.743,73.679,73.656,95,54.722,81.381,66.97,72.012,62.829,77.093,76.675,70.723,82.664,74.005,72.701,92.01,88.052,84.312,74.988,79.106,78.381,87.003,91.518,82.941,85.71095649,55.98,87.958,75.528,93.459,89.98,45.771,80.059,80.351,92.934,85.996,38.307,74.995,83.003,94.236,85.001,75.551
72.657,79.396,69.061,60.991,69.052,81.969,56.703,72.332,64.35,95,68.457,79.032,78.003,79.338,82.097,68.762,52.335,82.988,73.052,75.028,81.294,72.959,73.563,95,55.049,80.093,67.012,71.973,63.01,76.747,77.591,71.921,83,73.929,75.981,91.94,91.125,86.53,75.001,79.503,79.669,87.109,93.407,83.238,86.04374164,53.588,87.242,80.783,94.063,88.322,45.428,79.748,82.092,93.62,86.004,NaN,75,82.944,93.568,84.977,75.676
71.817,79.547,68.931,60.972,68.929,82.53,58.591,73.679,64.037,95,67.322,78.926,78.778,79.558,80.239,69.083,51.952,83.344,72.969,74.288,81.473,70.876,73.377,95,54.973,81.542,66.977,72.361,63.036,76.155,76.827,71.913,80.626,73.482,78.068,92.353,89.923,87.044,75,80.87,79.909,87.327,93.385,84.44,86.77767715,54.495,86.149,84.528,92.399,84.718,46.962,79.262,83.213,93.281,85.992,41.201,75,82.824,92.862,84.872,74.305
72.771,80.061,69.697,61.088,69.512,82.555,59.613,73.53,63.402,95,67.597,79.393,78.252,78.154,81.094,66.969,52.019,85.021,72.227,74.731,82.077,70.594,72.916,95,55.029,82.385,66.219,73.657,61.776,75.434,77.79,70.301,79.856,72.763,77.907,93.029,92.214,86.977,75,80.989,81.274,87.588,89.094,85.006,87.04569226,55.829,86.765,NaN,91.898,82.429,48.746,80.083,82.257,94.337,86.018,42.71,75,82.642,92.244,84.698,73.954
71.737,80.006,69.397,60.354,70.037,81.188,59.581,72.177,63.49,95,68.077,79.712,77.936,78.725,81.681,64.05,51.961,86.085,72.76,75.08,81.941,70.359,73.836,95,54.892,84.432,65.946,73.966,60.286,74.737,78.031,69.842,80.245,71.981,77.162,92.999,91.127,87.045,74.999,81.068,83.913,87.827,90.671,85.361,86.97756376,54.335,86.117,NaN,92.183,81.354,48.878,79.637,83.361,90.587,85.963,44.252,75,82.409,91.787,84.481,74.506
70.883,79.298,68.908,61.225,70.018,80.976,58.869,72.517,64.722,95,67.966,78.89,78.042,79.053,80.143,64.349,51.164,84.83,72.997,74.868,82.093,70.645,74.011,95,54.117,82.272,66.109,75.273,60.847,74.208,77.975,69.136,81.768,71.328,77.011,92.967,88.55,87.672,75.001,81.734,82.661,87.976,93.117,86.629,87.01683784,55.669,85.984,NaN,92.595,86.257,45.302,78.968,82.319,90.578,86.652,45.82,75,82.151,91.38,84.239,76.474
