ID,injury,raw ,sig
6,0,-20.655828,1.07E-09
6,0,-11.212968,1.35E-05
6,0,-13.811431,1.00E-06
6,0,-9.423387,8.08E-05
6,0,-5.311194,0.004911785
6,0,0.19272208,0.548031946
6,0,9.0358305,0.999880948
6,0,2.6279745,0.932640414
6,0,-0.16721995,0.458292155
6,0,-4.5750875,0.010200279
6,0,-11.253386,1.30E-05
6,0,-6.527858,0.00146
6,0,-15.11807,2.72E-07
6,0,-13.623981,1.21E-06
6,0,-11.993334,6.19E-06
6,0,-20.806665,9.20E-10
6,0,-6.259583,0.001908394
6,0,-13.136134,1.97E-06
6,0,-10.640836,2.39E-05
6,0,-9.516614,7.36E-05
6,0,-5.35189,0.004716832
6,0,-14.974116,3.14E-07
6,0,1.60868,0.833228041
6,0,-3.42608,0.031490268
6,0,-1.1013492,0.24948718
6,0,-0.047560938,0.488112006
6,0,-7.3753858,0.000626093
6,0,-0.94245815,0.280404075
6,0,-8.953761,0.000129233
6,0,-7.653201,0.000474298
6,0,-4.58811,0.010069636
6,0,-11.852414,7.12E-06
6,0,-4.9879336,0.006773548
6,0,-5.82969,0.002930376
6,0,-7.2991877,0.000675631
6,0,-4.4877133,0.011121258
6,0,-10.009475,4.50E-05
6,0,-4.1857333,0.014983138
6,0,-9.09107,0.000112655
6,0,-9.000518,0.000123331
6,0,-12.702098,3.04E-06
6,0,-6.106147,0.002224165
6,0,-10.446883,2.90E-05
6,0,-10.793265,2.05E-05
6,0,-6.409204,0.001643629
6,0,-13.449542,1.44E-06
6,0,-7.7451873,0.000432633
6,0,-9.160422,0.000105107
6,0,-12.454568,3.90E-06
6,0,-7.7997293,0.000409678
6,0,-8.16673,0.000283864
6,0,-8.324861,0.000242356
6,0,-6.4428368,0.001589354
6,0,-5.587053,0.003732071
6,0,-3.5124562,0.028959885
6,0,-5.1038666,0.006036557
6,0,-8.757029,0.000157327
6,0,-5.9073143,0.002712105
6,0,-5.8208647,0.002956275
6,0,-5.214773,0.00540628
6,0,-0.2648459,0.434172854
6,0,-5.763926,0.003128944
6,0,4.1263094,0.984114092
6,0,-8.869587,0.000140581
6,0,-7.1050673,0.000820261
6,0,-6.3017282,0.00182978
6,0,-7.660445,0.000470876
6,0,-4.9964137,0.006716735
6,0,-3.3729758,0.033150796
6,0,-9.011298,0.000122008
6,0,-3.0992103,0.043139841
6,0,-6.1248946,0.002182946
6,0,-4.3165245,0.013170413
7,0,-7.007396,0.000904344
7,0,2.3827655,0.91550361
7,0,-19.3495,3.95E-09
7,0,-3.7589862,0.022776497
7,0,-8.28977,0.000251009
7,0,-11.437027,1.08E-05
7,0,-4.8466587,0.007793365
7,0,-20.162504,1.75E-09
7,0,0.8755692,0.70590321
7,0,-22.14314,2.42E-10
7,0,-11.145777,1.44E-05
7,0,-10.710725,2.23E-05
7,0,-17.047794,3.95E-08
7,0,-21.064772,7.11E-10
7,0,-12.724405,2.98E-06
7,0,-21.6435,3.98E-10
7,0,-19.612976,3.04E-09
7,0,-12.825307,2.69E-06
7,0,-10.066294,4.25E-05
7,0,-9.692093,6.18E-05
7,0,-9.19503,0.000101533
7,0,-10.003525,4.52E-05
7,0,-8.192743,0.000276577
7,0,-7.0154552,0.000897092
7,0,-5.2768497,0.005082535
7,0,-8.4493,0.000214004
7,0,-1.9181598,0.128066913
7,0,-12.035196,5.93E-06
7,0,-6.2859483,0.001858828
7,0,-6.1397247,0.002150881
7,0,-8.609591,0.000182315
7,0,0.12506571,0.531225737
7,0,-1.9716014,0.122216985
7,0,1.3466226,0.793576916
7,0,-3.624346,0.025973898
7,0,-6.7501087,0.001169383
7,0,0.028065145,0.507015826
7,0,-4.7661314,0.008441387
7,0,-0.6893482,0.334178085
7,0,2.5351875,0.926572073
7,0,-9.26421,9.47E-05
7,0,-12.335016,4.40E-06
7,0,-8.332875,0.000240422
7,0,-9.387146,8.38E-05
7,0,-8.928725,0.000132509
7,0,-3.4558594,0.030594599
7,0,-12.116333,5.47E-06
7,0,-4.097236,0.016346884
7,0,0.7490648,0.67897489
7,0,-8.025818,0.000326806
7,0,4.1418447,0.984355146
7,0,4.096464,0.983640698
7,0,4.5678487,0.989726376
7,0,8.963348,0.999871999
7,0,-2.2564287,0.094796379
7,0,10.0072975,0.999954932
7,0,6.1907444,0.997955886
7,0,10.788614,0.999979367
7,0,11.554644,0.999990409
7,0,5.1988173,0.994507244
7,0,5.1396055,0.994174139
7,0,-1.0904204,0.251539123
7,0,-2.7974277,0.057463337
7,0,-1.7079295,0.153432462
7,0,3.5497572,0.972070835
7,0,8.796375,0.999848742
7,0,13.445019,0.999998552
7,0,4.4398365,0.988339699
7,0,2.4025981,0.917025207
7,0,-4.0590672,0.016972091
7,0,1.01382,0.733767064
7,0,-0.5906717,0.35648075
7,0,0.38201487,0.594358973
7,0,-5.297467,0.004979336
7,0,0.5414789,0.63215638
7,0,-9.885439,5.09E-05
7,0,-4.737363,0.008685619
7,0,-9.104472,0.000111155
7,0,-0.7871901,0.312772328
7,0,-6.216385,0.001992471
7,0,11.455022,0.999989404
7,0,-2.538546,0.073199754
7,0,3.2160559,0.961434039
7,0,0.7802475,0.685733453
8,0,-7.462716,0.000573765
8,0,6.1194324,0.997805124
8,0,-1.1117084,0.247552527
8,0,1.9776626,0.878431773
8,0,-10.394284,3.06E-05
8,0,-7.8746367,0.000380123
8,0,-14.573851,4.68E-07
8,0,-13.047329,2.16E-06
8,0,-21.005507,7.54E-10
8,0,-21.247282,5.92E-10
8,0,-19.412374,3.71E-09
8,0,-24.078644,3.49E-11
8,0,-22.88945,1.15E-10
8,0,-18.998825,5.61E-09
8,0,-16.756357,5.28E-08
8,0,-7.510218,0.000547162
8,0,-14.951756,3.21E-07
8,0,-7.909062,0.000367264
8,0,-14.447303,5.32E-07
9,0,-22.385893,1.90E-10
9,0,-33.836273,2.02E-15
9,0,-24.744389,1.79E-11
9,0,-16.973232,4.25E-08
9,0,-22.98348,1.04E-10
9,0,-7.0312786,0.000883021
9,0,-11.769248,7.74E-06
9,0,-10.41133,3.01E-05
9,0,-18.927088,6.03E-09
9,0,-15.796317,1.38E-07
9,0,-26.106306,4.59E-12
9,0,-14.36883,5.75E-07
9,0,-37.065086,8.00E-17
9,0,-27.72737,9.08E-13
10,1,0.5267893,0.628733956
10,1,-1.3467492,0.206402346
10,1,-1.7402276,0.149284027
10,1,-4.7323003,0.008729319
10,1,-4.5943203,0.010007919
10,1,-10.457954,2.87E-05
10,1,-2.447788,0.079600459
10,1,-2.4447474,0.079823511
11,1,-26.94695,1.98E-12
11,1,-20.635,1.09E-09
11,1,-23.96056,3.93E-11
11,1,-9.079759,0.000113936
11,1,1.1123968,0.752575679
11,1,7.083663,0.999162007
11,1,0.63330954,0.653239511
11,1,8.36732,0.999767717
11,1,2.314595,0.910078599
11,1,-0.54763335,0.366413664
11,1,0.1600059,0.53991635
11,1,2.613898,0.931750693
11,1,8.747205,0.99984112
11,1,2.4028559,0.917044821
11,1,11.319354,0.999987864
11,1,1.456107,0.810936528
11,1,7.782649,0.999583267
11,1,4.460003,0.988569831
11,1,-0.8037954,0.309214232
11,1,5.353652,0.995291433
11,1,3.3206158,0.965129322
11,1,-3.2343338,0.037893929
11,1,0.816651,0.693524978
11,1,-2.686824,0.063755333
11,1,0.00356812,0.500892029
11,1,-1.2344767,0.225398859
11,1,4.585143,0.989900745
11,1,-1.9112222,0.128843607
11,1,-7.971896,0.000344905
11,1,-4.1413746,0.015652095
11,1,-4.4690094,0.011328848
11,1,-6.412914,0.001637552
11,1,-0.49254778,0.37929356
11,1,-8.533522,0.000196722
11,1,0.07306631,0.518258455
11,1,0.7417965,0.677388576
11,1,7.523306,0.999459949
11,1,4.320359,0.986879331
11,1,9.973281,0.999953373
11,1,4.4916325,0.988921761
11,1,3.0587413,0.955158417
11,1,-4.7212024,0.008825876
11,1,-0.8538121,0.298633794
11,1,-15.283784,2.30E-07
11,1,-10.149922,3.91E-05
11,1,-10.563745,2.58E-05
11,1,-9.560317,7.05E-05
11,1,-3.6520436,0.025282294
11,1,-5.4128284,0.004439216
11,1,-1.5240864,0.178860564
11,1,2.8892422,0.947312071
11,1,4.3154283,0.986815332
11,1,8.919938,0.999866321
11,1,2.4459894,0.920267668
11,1,2.1593287,0.896537297
11,1,4.2786803,0.986328557
11,1,3.3762314,0.966953393
11,1,2.7525842,0.94005913
11,1,2.0641482,0.887369428
11,1,4.2937803,0.986530685
11,1,1.0628406,0.743233013
11,1,5.420865,0.995596161
11,1,-3.6289556,0.025857533
11,1,-5.9088163,0.002708046
11,1,-9.514808,7.37E-05
11,1,-12.435296,3.98E-06
11,1,-10.87663,1.89E-05
11,1,-11.489451,1.02E-05
11,1,-8.222877,0.00026837
11,1,-9.070682,0.000114975
11,1,0.4364672,0.607416914
11,1,0.6749913,0.662619892
11,1,-0.86744577,0.295786062
11,1,-3.5843112,0.027006201
11,1,-1.5235183,0.178944016
11,1,0.08764427,0.521897052
11,1,2.891102,0.94740482
11,1,2.4340103,0.919384264
11,1,-2.4132445,0.082168297
12,1,1.7527487,0.852299158
12,1,5.498956,0.995925628
12,1,-1.5430604,0.176090823
12,1,-13.000766,2.26E-06
12,1,-26.10089,4.62E-12
12,1,-23.419508,6.75E-11
12,1,-18.99629,5.62E-09
12,1,-12.348668,4.34E-06
12,1,3.9484344,0.981079999
12,1,-8.562381,0.000191127
12,1,2.5135062,0.925083247
12,1,-0.9952836,0.269869732
12,1,5.045807,0.993604896
12,1,0.5120916,0.625296666
12,1,-5.4385767,0.004326861
12,1,-21.90203,3.08E-10
12,1,-25.810755,6.17E-12
12,1,-24.557533,2.16E-11
12,1,-24.263178,2.90E-11
12,1,-9.244721,9.66E-05
12,1,-0.74278015,0.322396501
12,1,-12.146788,5.31E-06
12,1,-9.729938,5.95E-05
12,1,-17.467772,2.59E-08
12,1,-6.819218,0.001091383
12,1,-17.122686,3.66E-08
12,1,-3.2616365,0.03691099
12,1,-10.253952,3.52E-05
12,1,-1.2921087,0.215496105
12,1,-8.57697,0.000188359
12,1,-8.393836,0.000226207
12,1,-2.96077,0.049229953
12,1,-5.4221096,0.004398386
12,1,-5.6594386,0.003472373
12,1,-9.564677,7.02E-05
12,1,-6.435235,0.001601463
12,1,2.22657,0.902610261
12,1,-3.037329,0.04576768
12,1,-10.0306635,4.40E-05
12,1,-13.67195,1.15E-06
12,1,-1.0085449,0.267264713
12,1,-15.551381,1.76E-07
12,1,-8.826568,0.00014676
12,1,-2.917895,0.051276006
12,1,-5.5494757,0.003874426
12,1,-0.64750934,0.343551021
12,1,-1.9989731,0.119310782
12,1,-5.8967323,0.002740878
12,1,3.7137015,0.976193484
12,1,-1.8063775,0.141076508
12,1,-3.4887002,0.02963546
12,1,2.2045004,0.900652921
12,1,-4.0705585,0.01678143
12,1,-3.5855367,0.026974017
12,1,-10.580709,2.54E-05
12,1,-9.16672,0.000104448
12,1,-16.618286,6.06E-08
12,1,-12.134017,5.37E-06
12,1,-9.7232065,5.99E-05
12,1,-3.769059,0.022553374
12,1,-6.8759584,0.001031243
12,1,7.461769,0.999425691
12,1,5.990704,0.997504342
12,1,-4.2516136,0.014041271
12,1,-1.4191022,0.194802369
12,1,-3.9142277,0.019565506
12,1,-12.296441,4.57E-06
12,1,-3.1948035,0.039361745
12,1,-5.205017,0.005458993
12,1,-8.309739,0.000246048
12,1,-11.267411,1.28E-05
12,1,-5.1653147,0.005678832
12,1,-8.854787,0.000142677
12,1,-6.761529,0.00115612
12,1,3.9999626,0.982013129
12,1,-8.311685,0.000245569
12,1,1.5112581,0.819247582
12,1,7.2492924,0.999289828
12,1,0.3077978,0.576347638
12,1,8.253162,0.999739634
14,0,-11.174116,1.40E-05
14,0,-12.671253,3.14E-06
14,0,-11.223684,1.34E-05
14,0,-12.313662,4.49E-06
14,0,-6.8670387,0.001040473
14,0,-15.155973,2.62E-07
14,0,-14.89949,3.38E-07
14,0,-8.924389,0.000133085
14,0,-11.39691,1.12E-05
14,0,-7.3833714,0.000621116
14,0,-30.727816,4.52E-14
14,0,-17.69795,2.06E-08
14,0,-22.362335,1.94E-10
14,0,-10.890586,1.86E-05
14,0,-2.2875996,0.092155177
14,0,-5.511759,0.004022749
14,0,-8.456331,0.000212505
14,0,-4.2984004,0.013408061
14,0,-9.215438,9.95E-05
14,0,-7.9204173,0.000363119
14,0,-6.92135,0.000985525
14,0,-10.368322,3.14E-05
14,0,-10.905225,1.84E-05
14,0,2.0482256,0.885768203
14,0,-8.970158,0.000127132
14,0,-5.487178,0.004122445
14,0,-12.202198,5.02E-06
14,0,-7.2704544,0.000695312
14,0,-6.3466854,0.00174948
14,0,-1.1524904,0.240034495
14,0,-0.9719936,0.274483314
14,0,-5.4648905,0.004214963
14,0,-11.363312,1.16E-05
14,0,-15.5675535,1.73E-07
14,0,-8.990807,0.000124534
14,0,-5.849895,0.00287193
14,0,-2.2708135,0.093569193
14,0,6.9514575,0.999043676
14,0,-3.8501346,0.020833599
14,0,0.80378824,0.690784239
14,0,-6.2668447,0.001894612
14,0,1.6239426,0.835338145
14,0,-4.867301,0.007635356
14,0,-3.8885715,0.020063776
14,0,0.12181021,0.530414954
14,0,3.5385716,0.971765547
14,0,3.1215606,0.957773389
14,0,-2.0224705,0.116863777
14,0,-11.363429,1.16E-05
14,0,-15.395199,2.06E-07
14,0,-18.913883,6.11E-09
14,0,-17.935549,1.62E-08
14,0,-1.6843083,0.156525821
14,0,-0.82899797,0.303856986
14,0,-3.2440827,0.0375401
14,0,-4.8750014,0.007577231
14,0,-8.76459,0.000156142
14,0,-3.6481614,0.02537814
14,0,3.8591676,0.979349875
14,0,-0.5755448,0.359958378
14,0,1.7878429,0.856662606
14,0,1.698561,0.8453467
14,0,-4.230609,0.014335049
14,0,0.6791231,0.663542954
14,0,-3.8150485,0.021561502
14,0,-9.145845,0.000106651
14,0,-12.003611,6.12E-06
14,0,-10.727507,2.19E-05
14,0,2.5632467,0.928458415
14,0,-2.0756607,0.111485077
14,0,-3.2596781,0.036980671
14,0,-10.688904,2.28E-05
14,0,-5.411916,0.00444325
14,0,2.0689998,0.88785341
14,0,3.5263748,0.971428968
14,0,1.835898,0.862462848
14,0,-2.3155274,0.089845127
14,0,-3.9149542,0.019551575
14,0,-18.07208,1.42E-08
14,0,-9.413575,8.16E-05
14,0,-4.153305,0.015469341
14,0,-14.014524,8.20E-07
14,0,-3.302734,0.035477516
15,1,9.985819,0.999953954
15,1,-5.8565807,0.002852848
15,1,-7.281438,0.000687722
15,1,-9.821007,5.43E-05
15,1,-1.8355176,0.137582281
15,1,-2.365788,0.085819012
15,1,-2.65404,0.065740442
15,1,-2.2746634,0.093243178
15,1,3.3886127,0.967346752
15,1,-10.1457405,3.92E-05
15,1,2.3852565,0.915696107
15,1,6.191545,0.997957518
15,1,16.247276,0.999999912
15,1,16.00865,0.999999888
15,1,7.3460917,0.999355307
15,1,8.107496,0.999698818
15,1,-4.3728504,0.012458069
15,1,0.023470573,0.505867374
15,1,5.550059,0.996127824
15,1,8.124665,0.999703944
15,1,3.5762124,0.972780171
15,1,3.6939538,0.975730211
15,1,3.8375719,0.978908579
15,1,0.35209525,0.587125579
15,1,3.4684575,0.969776841
15,1,2.9697871,0.951190394
15,1,6.619283,0.998667391
15,1,6.056296,0.997662414
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,4.1795774,0.984925737
15,1,3.437251,0.968848655
15,1,7.1421804,0.9992096
15,1,8.21846,0.999730443
15,1,9.389868,0.99991644
15,1,8.663748,0.999827294
15,1,4.462437,0.988597301
15,1,4.775049,0.991632928
15,1,4.4612403,0.988583803
15,1,7.702306,0.99954842
15,1,6.137023,0.997843313
15,1,3.8930395,0.980023882
15,1,4.1201324,0.984017234
15,1,5.9558787,0.997416127
15,1,5.7329407,0.996772905
15,1,3.4346075,0.968768773
15,1,3.145689,0.95873852
15,1,1.009828,0.732986487
15,1,4.103772,0.983757881
15,1,5.1920795,0.994470316
15,1,5.641423,0.996464726
15,1,2.8716686,0.946428012
15,1,2.8306057,0.944307465
15,1,-3.42476,0.031530551
15,1,1.9638655,0.87695068
15,1,-4.058742,0.016977518
15,1,-6.5983152,0.001360808
15,1,-12.689438,3.08E-06
15,1,5.57722,0.99623119
15,1,1.2832352,0.782999976
15,1,7.011651,0.999099492
15,1,6.4167967,0.998368784
15,1,5.0128226,0.993391857
15,1,3.3185465,0.965059613
15,1,1.2840722,0.783142158
15,1,0.38714844,0.595596056
15,1,0.4258445,0.604880938
15,1,3.8454287,0.979070186
15,1,6.564019,0.998591779
15,1,4.009164,0.982174938
15,1,3.4436839,0.969042222
15,1,-0.48667967,0.380676064
15,1,-0.4693814,0.384762668
15,1,1.3369918,0.791994809
15,1,3.8265324,0.978679442
15,1,0.015933841,0.503983376
15,1,-0.7577967,0.319124818
15,1,-0.16114427,0.459800884
16,0,-6.204726,0.002015791
16,0,-4.2763553,0.01370283
16,0,-46.52653,6.22E-21
16,0,-38.241756,2.47E-17
16,0,-19.30468,4.13E-09
16,0,-5.907922,0.002710462
16,0,4.6974397,0.990963804
16,0,-4.235289,0.014269072
16,0,-20.834225,8.95E-10
16,0,6.8083043,0.998896654
16,0,-7.6764855,0.000463387
16,0,4.2220306,0.985543236
16,0,-7.627371,0.000486702
16,0,-3.0437763,0.04548693
16,0,-23.285702,7.71E-11
16,0,-8.156033,0.000286916
16,0,-10.725726,2.20E-05
16,0,-18.13001,1.34E-08
16,0,-1.7343651,0.150030087
16,0,-7.960475,0.000348866
16,0,-19.970985,2.12E-09
16,0,-13.916885,9.04E-07
16,0,-16.560352,6.43E-08
16,0,-12.342382,4.36E-06
16,0,-7.390101,0.000616953
16,0,-4.9576335,0.006980474
16,0,-1.9726388,0.122105736
16,0,-16.621733,6.04E-08
16,0,4.329336,0.986995063
