1,6384.7,7091.3,307.59,3.8403,0.52737,3.5536,5874.8,6747.2,0,11.21,-0.32513,0.19445,748.29,0.482425913
2,6607.3,7329.8,202.65,1.6048,0.33118,5.5654,14631,26975,0,8.5256,-0.37446,0.35266,762.57,0.223737481
3,4825.1,5290.2,151.64,1.2992,0.6074,3.0803,5505.6,9745.9,252,5.025,-0.2101,0.278,284.57,0.582201275
4,5251.8,6382.5,555.42,14.364,0.088129,19.871,9618,13455,1038,10.162,-0.50238,0.58682,1080.6,0.303777137
5,5401.8,6339.8,367.62,8.9806,0.16234,10.126,6192.3,10429,1080,14.494,-0.64676,0.78168,547.05,0.52218185
6,6463.8,7902.8,873.16,27.507,0.076252,24.031,22973,54502,96,11.643,-0.18815,0.28798,7342.7,0.10546875
7,4052.1,5818,1081.6,62.958,0.039658,44.634,10512,21291,41394,8.223,-0.24703,0.33741,2475.7,0.240917782
8,7888.6,8444.2,114.7,0.451,1.3408,1.4022,26414,25715,0,11.605,-0.19723,0.19283,702,0.089279071
9,4456.2,5041.2,187.38,2.0329,0.47698,3.924,9953,15463,684,9.6022,-0.31073,0.27391,621.6,0.283419934
10,7752.4,8859.1,648.36,16.07,0.33053,5.5697,3238.4,5261.2,66,14.38,-0.40011,0.47619,587.4,0.867553499
11,5285.5,6316.7,520.05,13.685,0.10973,15.56,7669.1,14046,1548,10.64,-0.44291,0.59206,354.58,0.37785678
12,6298,7606,548.35,17.391,0.12555,12.794,5351.1,8086,1818,17.092,-0.62116,0.81825,535.53,0.599568311
14,4973.2,5480.9,190.21,2.755,0.24035,7.2758,3781,9511.3,924,6.8038,-0.36009,0.46377,204.16,0.89235702
15,6637.3,8447.9,1153.2,46.999,0.058597,30.119,5545.6,11680,18,5.1318,-0.32608,0.37856,158.05,0.46858928
16,3715.2,4684.2,325.43,7.4626,0.24464,7.5198,5311.6,9253.3,4044,7.4156,-0.24615,0.31613,458.14,0.585447449
